# Delta T (TT - UT1) historical values from IERS/USNO
# Format: YEAR  MONTH  MJD  DELTA_T(seconds)
# Source: USNO/IERS Bulletin A + Earth Orientation Center
# Data current through January 2026
1983 10  45607.0  51.4334
1983 11  45638.0  51.4928
1983 12  45668.0  51.5454
1984  1  45699.0  51.5952
1984  2  45730.0  51.6520
1984  3  45759.0  51.7093
1984  4  45790.0  51.7533
1984  5  45820.0  51.8013
1984  6  45851.0  51.8431
1984  7  45881.0  51.8868
1984  8  45912.0  51.9325
1984  9  45943.0  51.9774
1984 10  45973.0  52.0223
1984 11  46004.0  52.0680
1984 12  46034.0  52.1116
1985  1  46065.0  52.1658
1985  2  46096.0  52.2100
1985  3  46124.0  52.2548
1985  4  46155.0  52.3104
1985  5  46185.0  52.3699
1985  6  46216.0  52.4200
1985  7  46246.0  52.4685
1985  8  46277.0  52.5164
1985  9  46308.0  52.5714
1985 10  46338.0  52.6173
1985 11  46369.0  52.6567
1985 12  46399.0  52.6988
1986  1  46430.0  52.7436
1986  2  46461.0  52.7993
1986  3  46489.0  52.8540
1986  4  46520.0  52.8952
1986  5  46550.0  52.9321
1986  6  46581.0  52.9757
1986  7  46611.0  53.0117
1986  8  46642.0  53.0523
1986  9  46673.0  53.0925
1986 10  46703.0  53.1367
1986 11  46734.0  53.1866
1986 12  46764.0  53.2183
1987  1  46795.0  53.2613
1987  2  46826.0  53.3057
1987  3  46854.0  53.3504
1987  4  46885.0  53.3850
1987  5  46915.0  53.4229
1987  6  46946.0  53.4577
1987  7  46976.0  53.4973
1987  8  47007.0  53.5362
1987  9  47038.0  53.5852
1987 10  47068.0  53.6159
1987 11  47099.0  53.6530
1987 12  47129.0  53.6933
1988  1  47160.0  53.7271
1988  2  47191.0  53.7611
1988  3  47220.0  53.7943
1988  4  47251.0  53.8249
1988  5  47281.0  53.8619
1988  6  47312.0  53.9021
1988  7  47342.0  53.9398
1988  8  47373.0  53.9782
1988  9  47404.0  54.0168
1988 10  47434.0  54.0545
1988 11  47465.0  54.0993
1988 12  47495.0  54.1360
1989  1  47526.0  54.1774
1989  2  47557.0  54.2241
1989  3  47585.0  54.2724
1989  4  47616.0  54.3130
1989  5  47646.0  54.3535
1989  6  47677.0  54.3920
1989  7  47707.0  54.4291
1989  8  47738.0  54.4660
1989  9  47769.0  54.5036
1989 10  47799.0  54.5425
1989 11  47830.0  54.5864
1989 12  47860.0  54.6180
1990  1  47891.0  54.6571
1990  2  47922.0  54.6969
1990  3  47950.0  54.7385
1990  4  47981.0  54.7829
1990  5  48011.0  54.8272
1990  6  48042.0  54.8718
1990  7  48072.0  54.9201
1990  8  48103.0  54.9670
1990  9  48134.0  55.0161
1990 10  48164.0  55.0599
1990 11  48195.0  55.1065
1990 12  48225.0  55.1461
1991  1  48256.0  55.1947
1991  2  48287.0  55.2432
1991  3  48315.0  55.2870
1991  4  48346.0  55.3239
1991  5  48376.0  55.3650
1991  6  48407.0  55.4073
1991  7  48437.0  55.4478
1991  8  48468.0  55.4913
1991  9  48499.0  55.5360
1991 10  48529.0  55.5785
1991 11  48560.0  55.6220
1991 12  48590.0  55.6659
1992  1  48621.0  55.7106
1992  2  48652.0  55.7533
1992  3  48681.0  55.7927
1992  4  48712.0  55.8354
1992  5  48742.0  55.8756
1992  6  48773.0  55.9175
1992  7  48803.0  55.9581
1992  8  48834.0  55.9992
1992  9  48865.0  56.0434
1992 10  48895.0  56.0873
1992 11  48926.0  56.1279
1992 12  48956.0  56.1718
1993  1  48987.0  56.2136
1993  2  49018.0  56.2547
1993  3  49046.0  56.2994
1993  4  49077.0  56.3477
1993  5  49107.0  56.3914
1993  6  49138.0  56.4373
1993  7  49168.0  56.4735
1993  8  49199.0  56.5052
1993  9  49230.0  56.5388
1993 10  49260.0  56.5756
1993 11  49291.0  56.6137
1993 12  49321.0  56.6489
1994  1  49352.0  56.6931
1994  2  49383.0  56.7393
1994  3  49411.0  56.7796
1994  4  49442.0  56.8198
1994  5  49472.0  56.8568
1994  6  49503.0  56.8971
1994  7  49533.0  56.9354
1994  8  49564.0  56.9723
1994  9  49595.0  57.0096
1994 10  49625.0  57.0440
1994 11  49656.0  57.0786
1994 12  49686.0  57.1142
1995  1  49717.0  57.1535
1995  2  49748.0  57.1911
1995  3  49776.0  57.2286
1995  4  49807.0  57.2654
1995  5  49837.0  57.3024
1995  6  49868.0  57.3389
1995  7  49898.0  57.3716
1995  8  49929.0  57.4093
1995  9  49960.0  57.4461
1995 10  49990.0  57.4839
1995 11  50021.0  57.5239
1995 12  50051.0  57.5636
1996  1  50082.0  57.6117
1996  2  50113.0  57.6498
1996  3  50142.0  57.6939
1996  4  50173.0  57.7371
1996  5  50203.0  57.7840
1996  6  50234.0  57.8275
1996  7  50264.0  57.8651
1996  8  50295.0  57.9073
1996  9  50326.0  57.9479
1996 10  50356.0  57.9804
1996 11  50387.0  58.0188
1996 12  50417.0  58.0509
1997  1  50448.0  58.0849
1997  2  50479.0  58.1297
1997  3  50507.0  58.1672
1997  4  50538.0  58.2012
1997  5  50568.0  58.2491
1997  6  50599.0  58.3016
1997  7  50629.0  58.3361
1997  8  50660.0  58.3703
1997  9  50691.0  58.4027
1997 10  50721.0  58.4357
1997 11  50752.0  58.4683
1997 12  50782.0  58.5014
1998  1  50813.0  58.5437
1998  2  50844.0  58.5937
1998  3  50872.0  58.6272
1998  4  50903.0  58.6642
1998  5  50933.0  58.6982
1998  6  50964.0  58.7195
1998  7  50994.0  58.7484
1998  8  51025.0  58.7809
1998  9  51056.0  58.8117
1998 10  51086.0  58.8437
1998 11  51117.0  58.8763
1998 12  51147.0  58.9117
1999  1  51178.0  59.0
1999  2  51209.0  59.0
1999  3  51237.0  59.1
1999  4  51268.0  59.1
1999  5  51298.0  59.2
1999  6  51329.0  59.2
1999  7  51359.0  59.3
1999  8  51390.0  59.3
1999  9  51421.0  59.3
1999 10  51451.0  59.4
1999 11  51482.0  59.4
1999 12  51512.0  59.5
2000  1  51543.0  61.629
2000  2  51574.0  61.629
2000  3  51604.0  61.629
2000  4  51635.0  61.629
2000  5  51665.0  61.629
2000  6  51696.0  61.629
2000  7  51726.0  61.629
2000  8  51757.0  61.629
2000  9  51788.0  61.629
2000 10  51818.0  61.629
2000 11  51849.0  61.629
2000 12  51879.0  61.629
2001  1  51910.0  63.827
2001  2  51941.0  63.827
2001  3  51969.0  63.827
2001  4  52000.0  63.827
2001  5  52030.0  63.827
2001  6  52061.0  63.827
2001  7  52091.0  63.827
2001  8  52122.0  63.827
2001  9  52153.0  63.827
2001 10  52183.0  63.827
2001 11  52214.0  63.827
2001 12  52244.0  63.827
2002  1  52275.0  62.876
2002  2  52306.0  62.876
2002  3  52334.0  62.876
2002  4  52365.0  62.876
2002  5  52395.0  62.876
2002  6  52426.0  62.876
2002  7  52456.0  62.876
2002  8  52487.0  62.876
2002  9  52518.0  62.876
2002 10  52548.0  62.876
2002 11  52579.0  62.876
2002 12  52609.0  62.876
2003  1  52640.0  63.467
2003  2  52671.0  63.467
2003  3  52699.0  63.467
2003  4  52730.0  63.467
2003  5  52760.0  63.467
2003  6  52791.0  63.467
2003  7  52821.0  63.467
2003  8  52852.0  63.467
2003  9  52883.0  63.467
2003 10  52913.0  63.467
2003 11  52944.0  63.467
2003 12  52974.0  63.467
2004  1  53005.0  64.090
2004  2  53036.0  64.090
2004  3  53066.0  64.090
2004  4  53097.0  64.090
2004  5  53127.0  64.090
2004  6  53158.0  64.090
2004  7  53188.0  64.090
2004  8  53219.0  64.090
2004  9  53250.0  64.090
2004 10  53280.0  64.090
2004 11  53311.0  64.090
2004 12  53341.0  64.090
2005  1  53372.0  64.688
2005  2  53403.0  64.688
2005  3  53431.0  64.688
2005  4  53462.0  64.688
2005  5  53492.0  64.688
2005  6  53523.0  64.688
2005  7  53553.0  64.688
2005  8  53584.0  64.688
2005  9  53615.0  64.688
2005 10  53645.0  64.688
2005 11  53676.0  64.688
2005 12  53706.0  64.688
2006  1  53737.0  64.844
2006  2  53768.0  64.844
2006  3  53796.0  64.844
2006  4  53827.0  64.844
2006  5  53857.0  64.844
2006  6  53888.0  64.844
2006  7  53918.0  64.844
2006  8  53949.0  64.844
2006  9  53980.0  64.844
2006 10  54010.0  64.844
2006 11  54041.0  64.844
2006 12  54071.0  64.844
2007  1  54102.0  65.461
2007  2  54133.0  65.461
2007  3  54161.0  65.461
2007  4  54192.0  65.461
2007  5  54222.0  65.461
2007  6  54253.0  65.461
2007  7  54283.0  65.461
2007  8  54314.0  65.461
2007  9  54345.0  65.461
2007 10  54375.0  65.461
2007 11  54406.0  65.461
2007 12  54436.0  65.461
2008  1  54467.0  65.786
2008  2  54498.0  65.786
2008  3  54528.0  65.786
2008  4  54559.0  65.786
2008  5  54589.0  65.786
2008  6  54620.0  65.786
2008  7  54650.0  65.786
2008  8  54681.0  65.786
2008  9  54712.0  65.786
2008 10  54742.0  65.786
2008 11  54773.0  65.786
2008 12  54803.0  65.786
2009  1  54834.0  66.070
2009  2  54865.0  66.070
2009  3  54893.0  66.070
2009  4  54924.0  66.070
2009  5  54954.0  66.070
2009  6  54985.0  66.070
2009  7  55015.0  66.070
2009  8  55046.0  66.070
2009  9  55077.0  66.070
2009 10  55107.0  66.070
2009 11  55138.0  66.070
2009 12  55168.0  66.070
2010  1  55199.0  66.324
2010  2  55230.0  66.324
2010  3  55258.0  66.324
2010  4  55289.0  66.324
2010  5  55319.0  66.324
2010  6  55350.0  66.324
2010  7  55380.0  66.324
2010  8  55411.0  66.324
2010  9  55442.0  66.324
2010 10  55472.0  66.324
2010 11  55503.0  66.324
2010 12  55533.0  66.324
2011  1  55564.0  67.045
2011  2  55595.0  67.045
2011  3  55623.0  67.045
2011  4  55654.0  67.045
2011  5  55684.0  67.045
2011  6  55715.0  67.045
2011  7  55745.0  67.045
2011  8  55776.0  67.045
2011  9  55807.0  67.045
2011 10  55837.0  67.045
2011 11  55868.0  67.045
2011 12  55898.0  67.045
2012  1  55929.0  67.328
2012  2  55960.0  67.328
2012  3  55990.0  67.328
2012  4  56021.0  67.328
2012  5  56051.0  67.328
2012  6  56082.0  67.328
2012  7  56112.0  67.328
2012  8  56143.0  67.328
2012  9  56174.0  67.328
2012 10  56204.0  67.328
2012 11  56235.0  67.328
2012 12  56265.0  67.328
2013  1  56296.0  67.635
2013  2  56327.0  67.635
2013  3  56355.0  67.635
2013  4  56386.0  67.635
2013  5  56416.0  67.635
2013  6  56447.0  67.635
2013  7  56477.0  67.635
2013  8  56508.0  67.635
2013  9  56539.0  67.635
2013 10  56569.0  67.635
2013 11  56600.0  67.635
2013 12  56630.0  67.635
2014  1  56661.0  67.908
2014  2  56692.0  67.908
2014  3  56720.0  67.908
2014  4  56751.0  67.908
2014  5  56781.0  67.908
2014  6  56812.0  67.908
2014  7  56842.0  67.908
2014  8  56873.0  67.908
2014  9  56904.0  67.908
2014 10  56934.0  67.908
2014 11  56965.0  67.908
2014 12  56995.0  67.908
2015  1  57026.0  68.103
2015  2  57057.0  68.103
2015  3  57085.0  68.103
2015  4  57116.0  68.103
2015  5  57146.0  68.103
2015  6  57177.0  68.103
2015  7  57207.0  68.103
2015  8  57238.0  68.103
2015  9  57269.0  68.103
2015 10  57299.0  68.103
2015 11  57330.0  68.103
2015 12  57360.0  68.103
2016  1  57391.0  68.258
2016  2  57422.0  68.258
2016  3  57452.0  68.258
2016  4  57483.0  68.258
2016  5  57513.0  68.258
2016  6  57544.0  68.258
2016  7  57574.0  68.258
2016  8  57605.0  68.258
2016  9  57636.0  68.258
2016 10  57666.0  68.258
2016 11  57697.0  68.258
2016 12  57727.0  68.258
2017  1  57758.0  68.422
2017  2  57789.0  68.422
2017  3  57817.0  68.422
2017  4  57848.0  68.422
2017  5  57878.0  68.422
2017  6  57909.0  68.422
2017  7  57939.0  68.422
2017  8  57970.0  68.422
2017  9  58001.0  68.422
2017 10  58031.0  68.422
2017 11  58062.0  68.422
2017 12  58092.0  68.422
2018  1  58123.0  68.561
2018  2  58154.0  68.561
2018  3  58182.0  68.561
2018  4  58213.0  68.561
2018  5  58243.0  68.561
2018  6  58274.0  68.561
2018  7  58304.0  68.561
2018  8  58335.0  68.561
2018  9  58366.0  68.561
2018 10  58396.0  68.561
2018 11  58427.0  68.561
2018 12  58457.0  68.561
2019  1  58488.0  68.733
2019  2  58519.0  68.733
2019  3  58547.0  68.733
2019  4  58578.0  68.733
2019  5  58608.0  68.733
2019  6  58639.0  68.733
2019  7  58669.0  68.733
2019  8  58700.0  68.733
2019  9  58731.0  68.733
2019 10  58761.0  68.733
2019 11  58792.0  68.733
2019 12  58822.0  68.733
2020  1  58853.0  70.098
2020  2  58884.0  70.098
2020  3  58914.0  70.098
2020  4  58945.0  70.098
2020  5  58975.0  70.098
2020  6  59006.0  70.098
2020  7  59036.0  70.098
2020  8  59067.0  70.098
2020  9  59098.0  70.098
2020 10  59128.0  70.098
2020 11  59159.0  70.098
2020 12  59189.0  70.098
2021  1  59220.0  69.360
2021  2  59251.0  69.360
2021  3  59279.0  69.360
2021  4  59310.0  69.360
2021  5  59340.0  69.360
2021  6  59371.0  69.360
2021  7  59401.0  69.360
2021  8  59432.0  69.360
2021  9  59463.0  69.360
2021 10  59493.0  69.360
2021 11  59524.0  69.360
2021 12  59554.0  69.360
2022  1  59585.0  69.296
2022  2  59616.0  69.296
2022  3  59644.0  69.296
2022  4  59675.0  69.296
2022  5  59705.0  69.296
2022  6  59736.0  69.296
2022  7  59766.0  69.296
2022  8  59797.0  69.296
2022  9  59828.0  69.296
2022 10  59858.0  69.296
2022 11  59889.0  69.296
2022 12  59919.0  69.296
2023  1  59950.0  69.184
2023  2  59981.0  69.184
2023  3  60009.0  69.184
2023  4  60040.0  69.184
2023  5  60070.0  69.184
2023  6  60101.0  69.184
2023  7  60131.0  69.184
2023  8  60162.0  69.184
2023  9  60193.0  69.184
2023 10  60223.0  69.184
2023 11  60254.0  69.184
2023 12  60284.0  69.184
2024  1  60315.0  69.264
2024  2  60346.0  69.264
2024  3  60376.0  69.264
2024  4  60407.0  69.264
2024  5  60437.0  69.264
2024  6  60468.0  69.264
2024  7  60498.0  69.264
2024  8  60529.0  69.264
2024  9  60560.0  69.264
2024 10  60590.0  69.264
2024 11  60621.0  69.264
2024 12  60651.0  69.264
2025  1  60682.0  69.36
2025  2  60713.0  69.36
2025  3  60741.0  69.36
2025  4  60772.0  69.36
2025  5  60802.0  69.36
2025  6  60833.0  69.36
2025  7  60863.0  69.36
2025  8  60894.0  69.36
2025  9  60925.0  69.36
2025 10  60955.0  69.36
2025 11  60986.0  69.36
2025 12  61016.0  69.36
2026  1  61047.0  69.46
